"user_id","num_sessions","num_trips","first_session_start","first_session_end","last_session_start","last_session_end","last_departure_time","last_check_in_time","total_flight_discount_amount","total_hotel_discount_amount"
"463652","8","1","2023-01-22 16:13:00","2023-01-22 16:14:19","2023-05-31 15:28:00","2023-05-31 15:30:57","2023-04-23 11:00:00","2023-04-23 15:54:10.395","0.3","0.25"
"463698","8","4","2023-01-04 21:34:00","2023-01-04 21:34:49","2023-07-19 15:18:00","2023-07-19 15:21:52","2023-07-28 14:00:00","2023-07-28 17:31:38.01","","0.15"
"463783","9","4","2023-01-10 17:55:00","2023-01-10 17:55:38","2023-06-15 00:42:00","2023-06-15 00:43:07","2023-04-21 11:00:00","2023-06-19 11:00:00","0.2",""
"463867","8","2","2023-01-13 03:46:00","2023-01-13 03:46:46","2023-07-19 13:05:00","2023-07-19 13:07:51","2023-07-27 07:00:00","2023-07-27 11:25:43.41","0.20","0.05"
"463910","8","5","2023-01-09 12:17:00","2023-01-09 12:18:07","2023-05-22 02:37:00","2023-05-22 02:39:13","2023-06-06 09:00:00","2023-06-06 14:47:49.38","0.05","0.05"
"464080","8","1","2023-01-07 21:09:00","2023-01-07 21:14:10","2023-06-11 08:22:00","2023-06-11 08:22:30","2023-04-20 07:00:00","2023-04-20 09:53:14.145","0.25","0.05"
"464160","8","2","2023-01-04 09:21:00","2023-01-04 09:21:46","2023-07-02 14:43:00","2023-07-02 14:45:16","2023-07-11 12:00:00","2023-07-11 18:58:03.945","0.1",""
"464239","8","3","2023-01-20 01:47:00","2023-01-20 01:47:22","2023-07-20 15:12:00","2023-07-20 15:14:50","2023-07-27 16:00:00","2023-07-27 18:38:55.545","0.55","0.1"
"464542","8","1","2023-01-14 10:12:00","2023-01-14 10:12:07","2023-07-11 18:11:00","2023-07-11 18:18:56","2023-01-30 07:00:00","2023-01-30 13:23:04.875","0.25","0.30"
"464597","8","1","2023-01-08 16:35:00","2023-01-08 16:35:53","2023-06-13 14:09:00","2023-06-13 14:10:21","","2023-06-21 11:00:00","","0.1"
"464614","8","4","2023-01-06 04:40:00","2023-01-06 04:40:51","2023-04-17 21:44:00","2023-04-17 21:46:29","2023-04-25 07:00:00","2023-04-25 12:22:16.95","0.05",""
"464673","8","4","2023-01-14 06:02:00","2023-01-14 06:03:26","2023-07-06 14:00:00","2023-07-06 14:01:04","2023-07-13 07:00:00","2023-05-30 16:23:13.65","0.15",""
"464782","8","2","2023-01-09 20:36:00","2023-01-09 20:36:23","2023-06-20 11:43:00","2023-06-20 11:43:40","2023-05-19 09:00:00","2023-05-19 11:22:30.72","","0.05"
"464855","8","2","2023-01-17 19:54:00","2023-01-17 19:54:35","2023-07-10 20:52:17","2023-07-10 22:52:17","2023-12-21 10:00:00","2023-12-22 02:46:27.705","0.25",""
"465138","8","4","2023-01-05 05:07:00","2023-01-05 05:07:30","2023-05-18 13:28:00","2023-05-18 13:30:25","2023-05-26 08:00:00","2023-05-26 11:38:18.87","0.05","0.25"
"465343","8","2","2023-01-08 16:33:00","2023-01-08 16:33:38","2023-05-27 18:49:00","2023-05-27 18:49:14","2023-05-22 07:00:00","2023-05-22 13:58:03.945","0.25","0.15"
"465531","8","2","2023-01-16 10:25:00","2023-01-16 10:25:37","2023-07-02 18:32:00","2023-07-02 18:34:10","2023-07-11 10:00:00","2023-07-11 13:25:34.635","0.15","0.20"
"465568","8","1","2023-01-05 19:24:00","2023-01-05 19:27:47","2023-07-16 18:19:00","2023-07-16 18:20:07","","2023-05-09 11:00:00","0.30","0.25"
"465731","8","3","2023-01-07 17:33:00","2023-01-07 17:35:05","2023-07-21 16:38:45","2023-07-21 18:38:45","2023-07-26 09:00:00","2023-07-26 15:21:21.42","0.25","0.05"
"466205","8","4","2023-01-05 19:34:00","2023-01-05 19:34:23","2023-07-17 21:14:00","2023-07-17 21:16:26","2023-05-27 12:00:00","2023-06-08 11:00:00","0.30",""
"466342","8","2","2023-01-06 06:36:00","2023-01-06 06:36:37","2023-06-16 13:08:00","2023-06-16 13:09:37","","2023-05-29 11:00:00","","0.15"
"466723","8","4","2023-01-05 20:57:00","2023-01-05 20:58:09","2023-06-28 09:01:58","2023-06-28 09:19:36.702668","2023-07-02 16:00:00","2023-07-02 21:54:25.11","0.30",""
"467007","8","4","2023-01-04 05:34:00","2023-01-04 05:39:26","2023-06-05 22:50:00","2023-06-05 22:52:06","2023-11-21 12:00:00","2023-04-25 11:00:00","0.1","0.05"
"467092","8","1","2023-01-04 16:22:00","2023-01-04 16:24:50","2023-06-23 16:06:39","2023-06-23 18:06:39","2023-12-07 20:00:00","2023-12-08 01:14:58.65","","0.05"
"467339","8","3","2023-01-05 19:34:00","2023-01-05 19:36:32","2023-07-13 23:51:00","2023-07-13 23:51:45","2023-03-24 07:00:00","2023-03-24 09:34:13.17","0.15",""
"467809","8","3","2023-01-09 19:15:00","2023-01-09 19:18:08","2023-06-25 18:48:00","2023-06-25 18:48:15","2023-04-06 08:00:00","2023-04-06 14:28:34.455","","0.2"
"467892","8","5","2023-01-19 15:49:00","2023-01-19 15:51:30","2023-05-26 16:28:00","2023-05-26 16:29:45","2023-04-29 16:00:00","2023-06-02 11:00:00","","0.1"
"468106","8","4","2023-01-17 12:16:00","2023-01-17 12:17:30","2023-07-19 21:27:00","2023-07-19 21:29:07","2023-08-01 14:00:00","2023-08-01 20:20:46.995","0.15","0.05"
"468370","8","4","2023-01-04 02:49:00","2023-01-04 02:49:36","2023-07-01 15:22:00","2023-07-01 15:26:44","2023-07-09 07:00:00","2023-07-09 09:11:17.745","0.25",""
"468409","8","5","2023-01-08 17:18:05","2023-01-08 19:18:05","2023-07-01 15:53:00","2023-07-01 15:56:04","2023-07-07 07:00:00","2023-07-07 10:42:45","0.55",""
"468666","10","3","2023-01-11 07:37:00","2023-01-11 07:39:28","2023-06-10 21:19:00","2023-06-10 21:21:42","2023-03-14 09:00:00","2023-03-14 15:33:05.265","1.10","0.05"
"468801","8","3","2023-01-04 07:02:00","2023-01-04 07:04:15","2023-06-21 22:00:00","2023-06-21 22:00:22","2023-02-20 07:00:00","2023-02-20 10:35:47.805","0.40","0.3"
"468808","8","4","2023-01-04 01:20:00","2023-01-04 01:21:08","2023-06-28 20:07:00","2023-06-28 20:11:42","2023-07-07 10:00:00","2023-07-07 15:25:38.37","0.15","0.15"
"468832","8","5","2023-01-13 13:38:00","2023-01-13 13:38:45","2023-07-02 06:24:15","2023-07-02 07:49:29.395026","2024-01-10 15:00:00","2023-04-21 11:00:00","",""
"469237","8","1","2023-01-06 22:39:00","2023-01-06 22:40:58","2023-07-02 12:42:00","2023-07-02 12:45:06","","2023-01-10 11:00:00","0.25","0.25"
"469418","8","0","2023-01-05 05:09:00","2023-01-05 05:09:24","2023-06-30 17:42:00","2023-06-30 17:42:52","","","0.15","0.05"
"469440","8","4","2023-01-04 11:50:00","2023-01-04 11:52:12","2023-07-01 20:10:00","2023-07-01 20:11:55","2023-07-11 09:00:00","2023-07-11 13:30:05.49","0.15",""
"469464","8","4","2023-01-07 16:19:00","2023-01-07 16:21:43","2023-06-13 20:05:00","2023-06-13 20:07:37","2023-06-21 08:00:00","2023-06-21 12:04:24.15","0.65","0.25"
"469699","9","2","2023-01-05 06:47:00","2023-01-05 06:48:45","2023-06-16 21:42:00","2023-06-16 21:44:10","2023-01-16 07:00:00","2023-02-06 11:00:00","0.05","0.1"
"469767","8","4","2023-01-16 02:22:00","2023-01-16 02:22:16","2023-07-13 19:58:00","2023-07-13 20:01:53","2023-07-21 14:00:00","2023-07-21 20:21:21.42","","0.15"
"469824","8","3","2023-01-05 12:49:00","2023-01-05 12:50:37","2023-06-24 11:24:00","2023-06-24 11:27:18","2023-07-01 15:00:00","2023-07-01 17:41:54.915","0.20","0.35"
"471077","8","6","2023-01-04 16:39:00","2023-01-04 16:41:46","2023-07-20 21:50:00","2023-07-20 21:52:20","2023-08-03 11:00:00","2023-08-03 13:39:13.32","0.45",""
"471161","8","2","2023-01-07 11:50:00","2023-01-07 11:55:42","2023-07-19 07:28:00","2023-07-19 07:30:44","2023-07-26 10:00:00","2023-07-26 13:53:10.185","0.1","0.40"
"471186","8","2","2023-01-10 07:48:00","2023-01-10 07:48:14","2023-07-09 03:43:00","2023-07-09 03:43:23","2023-05-23 14:00:00","2023-05-23 20:58:03.945","","0.2"
"471500","8","3","2023-01-05 14:45:00","2023-01-05 14:47:59","2023-06-11 19:50:00","2023-06-11 19:50:28","2023-01-12 07:00:00","2023-04-27 11:00:00","0.15","0.1"
"471565","8","2","2023-01-06 21:15:00","2023-01-06 21:16:24","2023-04-29 16:24:00","2023-04-29 16:26:19","2023-05-09 07:00:00","2023-05-09 10:21:19.44","0.1","0.1"
"471649","8","1","2023-01-07 07:49:00","2023-01-07 07:49:15","2023-06-09 08:38:00","2023-06-09 08:39:56","","2023-06-24 11:00:00","0.40","0.1"
"471687","9","4","2023-01-05 11:29:00","2023-01-05 11:32:20","2023-07-08 21:07:00","2023-07-08 21:10:01","2023-07-16 11:00:00","2023-07-16 13:41:54.915","0.1",""
"471717","8","3","2023-01-04 08:56:00","2023-01-04 08:56:23","2023-05-13 01:08:00","2023-05-13 01:10:44","2023-05-16 07:00:00","2023-05-16 10:59:51.135","0.3","0.15"
"471935","9","3","2023-01-05 20:11:00","2023-01-05 20:12:17","2023-06-25 21:48:00","2023-06-25 21:59:09","2023-03-31 13:00:00","2023-03-31 18:43:14.475","","0.05"
"471946","8","1","2023-01-12 05:36:00","2023-01-12 05:36:23","2023-07-12 13:36:00","2023-07-12 13:37:22","","2023-04-16 11:00:00","",""
"471973","8","0","2023-01-07 03:34:00","2023-01-07 03:34:23","2023-04-25 14:52:00","2023-04-25 14:53:43","","","0.40","0.25"
"472394","8","2","2023-01-09 19:16:00","2023-01-09 19:17:00","2023-05-20 16:07:00","2023-05-20 16:08:22","2023-02-09 07:00:00","2023-03-13 11:00:00","0.40",""
"472446","8","2","2023-01-04 04:03:00","2023-01-04 04:03:45","2023-06-05 19:13:00","2023-06-05 19:14:39","2024-01-16 09:00:00","2023-01-19 09:43:37.065","0.15",""
"472614","8","2","2023-01-04 17:58:00","2023-01-04 17:58:16","2023-06-20 04:20:00","2023-06-20 04:21:20","2023-04-09 08:00:00","2023-04-09 14:22:02.73","0.15",""
"472713","9","4","2023-01-16 14:39:00","2023-01-16 14:45:15","2023-06-15 23:47:00","2023-06-15 23:50:37","2023-12-01 19:00:00","2023-12-01 22:20:27.195","0.6499999999999999","0.55"
"472785","8","3","2023-01-08 19:00:00","2023-01-08 19:01:21","2023-06-27 15:11:00","2023-06-27 15:14:04","2023-07-03 16:00:00","2023-07-03 21:48:50.265","0.05",""
"472966","9","2","2023-01-15 16:38:00","2023-01-15 16:38:50","2023-07-20 21:26:00","2023-07-20 21:27:07","2023-04-08 08:00:00","2023-04-08 11:15:12.87","","0.05"
"473332","8","4","2023-01-04 19:22:00","2023-01-04 19:24:37","2023-05-11 20:31:00","2023-05-11 20:32:54","2023-02-19 08:00:00","2023-04-08 11:00:00","0.35","0.25"
"473343","8","3","2023-01-06 16:40:00","2023-01-06 16:45:00","2023-07-13 21:06:00","2023-07-13 21:07:54","2023-02-23 07:00:00","2023-02-23 09:56:52.89","0.05",""
"473402","8","3","2023-01-14 20:32:00","2023-01-14 20:33:39","2023-06-06 18:47:31","2023-06-06 20:26:50.384301","2024-05-04 22:00:00","2024-05-05 00:54:37.755","","0.05"
"473467","9","4","2023-01-06 01:38:00","2023-01-06 01:39:44","2023-07-14 14:48:00","2023-07-14 14:50:09","2024-01-27 12:00:00","2023-06-28 11:00:00","","0.5"
"473568","8","1","2023-01-09 18:55:00","2023-01-09 18:56:02","2023-07-13 19:30:00","2023-07-13 19:30:23","2023-03-20 14:00:00","2023-03-20 20:54:53.1","0.55","0.25"
"473712","8","6","2023-01-13 15:48:00","2023-01-13 15:50:15","2023-07-16 16:02:00","2023-07-16 16:06:03","2023-07-22 13:00:00","2023-07-22 18:40:17.4","0.25",""
"473847","8","1","2023-01-06 18:55:00","2023-01-06 18:55:23","2023-06-26 17:30:00","2023-06-26 17:30:23","2023-01-22 14:00:00","2023-01-22 18:52:57.9","0.4","0.25"
"474007","8","1","2023-01-06 17:23:00","2023-01-06 17:23:37","2023-04-23 14:30:00","2023-04-23 14:30:59","2023-03-16 07:00:00","2023-03-16 09:34:23.25","",""
"474120","8","4","2023-01-21 10:19:00","2023-01-21 10:19:17","2023-07-06 12:13:00","2023-07-06 12:15:42","2023-07-15 07:00:00","2023-07-15 10:53:29.895","0.40","0.2"
"474239","8","1","2023-01-07 17:53:00","2023-01-07 17:55:48","2023-06-13 20:07:06","2023-06-13 21:07:55.71706","2024-02-21 07:00:00","","",""
"474261","8","3","2023-01-04 14:38:00","2023-01-04 14:40:46","2023-04-24 16:37:00","2023-04-24 16:40:51","2023-03-01 10:00:00","2023-05-05 11:00:00","0.30","0.15"
"474278","8","0","2023-01-09 12:15:00","2023-01-09 12:15:24","2023-03-16 22:08:00","2023-03-16 22:08:46","","","0.2","0.80"
"474384","8","4","2023-01-09 11:33:00","2023-01-09 11:34:30","2023-07-13 11:55:00","2023-07-13 11:57:41","2023-07-21 07:00:00","2023-03-08 10:20:02.715","0.3",""
"474464","8","3","2023-01-04 14:19:00","2023-01-04 14:19:21","2023-06-04 11:47:00","2023-06-04 11:49:15","2023-06-11 07:00:00","2023-06-11 09:11:31.2","0.25","0.1"
"474546","8","5","2023-01-05 06:14:00","2023-01-05 06:16:28","2023-06-26 10:00:00","2023-06-26 10:00:29","2023-06-09 12:00:00","2023-06-09 15:56:12.885","0.15","0.40"
"474951","10","5","2023-01-11 18:19:00","2023-01-11 18:20:57","2023-06-08 22:11:00","2023-06-08 22:13:29","2023-06-15 10:00:00","2023-06-15 14:55:32.43","0.35","0.05"
"474980","8","3","2023-01-06 20:49:00","2023-01-06 20:52:41","2023-06-23 22:31:00","2023-06-23 22:32:50","2023-02-06 11:00:00","2023-03-24 11:00:00","0.10",""
"475060","8","2","2023-01-15 13:50:00","2023-01-15 13:52:31","2023-07-05 18:23:00","2023-07-05 18:23:23","2023-03-14 11:00:00","2023-03-14 13:39:37.575","0.15","0.15"
"475130","8","6","2023-01-07 20:47:00","2023-01-07 20:49:18","2023-06-13 16:33:00","2023-06-13 16:38:09","2023-06-22 16:00:00","2023-06-22 21:31:32.97","0.1","0.35"
"475467","8","3","2023-01-09 15:56:00","2023-01-09 15:58:16","2023-07-17 17:29:00","2023-07-17 17:31:46","2023-07-24 07:00:00","2023-07-24 10:31:29.01","0.20","0.25"
"475531","9","4","2023-01-09 21:36:00","2023-01-09 21:37:36","2023-06-21 16:46:00","2023-06-21 16:48:47","2023-06-29 07:00:00","2023-06-29 12:57:17.28","","0.05"
"476081","8","4","2023-01-07 04:27:00","2023-01-07 04:32:30","2023-07-16 17:21:00","2023-07-16 17:22:44","2023-04-02 13:00:00","2023-04-02 16:03:44.46","0.1",""
"476104","8","7","2023-01-06 20:57:00","2023-01-06 21:00:20","2023-07-12 18:02:00","2023-07-12 18:04:29","2023-07-24 07:00:00","2023-07-24 09:37:10.74","",""
"476124","8","3","2023-01-06 18:10:00","2023-01-06 18:10:46","2023-06-27 15:07:00","2023-06-27 15:10:09","2023-07-07 13:00:00","2023-07-07 18:22:00.615","0.05","0.15"
"476173","8","1","2023-01-07 19:13:00","2023-01-07 19:14:50","2023-05-21 21:34:00","2023-05-21 21:34:50","","2023-03-11 11:00:00","","0.1"
"476270","8","3","2023-01-09 22:45:00","2023-01-09 22:46:08","2023-07-16 08:23:00","2023-07-16 08:27:17","2023-07-21 12:00:00","2023-07-21 15:08:29.58","","0.1"
"476393","8","2","2023-01-17 14:55:00","2023-01-17 14:57:04","2023-05-04 19:27:00","2023-05-04 19:30:04","2023-05-11 12:00:00","2023-05-11 18:05:46.995","0.25",""
"476436","8","4","2023-01-17 21:22:00","2023-01-17 21:24:04","2023-05-22 22:17:00","2023-05-22 22:17:59","2023-05-02 15:00:00","2023-05-02 19:30:05.49","",""
"476535","9","4","2023-01-04 17:23:00","2023-01-04 17:24:15","2023-07-14 13:43:00","2023-07-14 13:45:08","2023-04-21 07:00:00","2023-04-21 12:45:45.945","","0.05"
"476665","8","6","2023-01-25 10:49:00","2023-01-25 10:49:28","2023-07-05 08:29:00","2023-07-05 08:32:14","2023-07-12 10:00:00","2023-07-12 14:28:23.745","0.05",""
"476693","8","4","2023-01-04 23:20:00","2023-01-04 23:27:18","2023-05-25 17:12:00","2023-05-25 17:14:05","2023-06-04 08:00:00","2023-06-04 12:10:34.59","0.1","0.2"
"476714","8","3","2023-01-06 04:53:00","2023-01-06 04:55:15","2023-03-14 17:41:00","2023-03-14 17:43:33","2023-03-27 08:00:00","2023-03-27 14:00:18.36","0.10","0.1"
"476742","8","2","2023-01-04 22:43:00","2023-01-04 22:45:15","2023-07-04 12:57:00","2023-07-04 12:58:16","2023-04-05 07:00:00","2023-06-05 11:00:00","0.1","0.15"
"476916","8","0","2023-01-05 12:50:00","2023-01-05 12:53:42","2023-05-11 18:18:00","2023-05-11 18:20:21","","","0.05","0.2"
"476956","8","3","2023-01-05 11:29:00","2023-01-05 11:29:43","2023-06-02 04:53:00","2023-06-02 04:53:21","2023-05-21 08:00:00","2023-05-21 14:36:09.36","0.05","0.05"
"477285","8","2","2023-01-09 18:20:00","2023-01-09 18:21:51","2023-05-15 20:14:00","2023-05-15 20:14:52","2023-02-09 07:00:00","2023-02-09 13:09:31.185","0.05","0.20"
"477316","8","4","2023-01-12 15:33:00","2023-01-12 15:37:27","2023-07-16 16:05:00","2023-07-16 16:08:19","2023-05-28 07:00:00","2023-05-28 13:57:24.3","","0.05"
"477597","8","2","2023-01-04 23:14:00","2023-01-04 23:16:09","2023-07-19 15:11:00","2023-07-19 15:11:24","2023-02-21 07:00:00","2023-02-21 13:44:59.82","0.55",""
"477730","8","5","2023-01-09 13:54:00","2023-01-09 13:54:44","2023-05-30 19:28:00","2023-05-30 19:30:22","2023-06-06 16:00:00","2023-06-06 20:07:33.69","","0.15"
"477805","8","1","2023-01-07 18:29:00","2023-01-07 18:31:49","2023-07-18 07:28:00","2023-07-18 07:28:44","","2023-05-04 11:00:00","0.1","0.20"
"478003","10","3","2023-01-15 11:45:00","2023-01-15 11:46:00","2023-06-19 17:56:00","2023-06-19 17:57:36","2023-04-22 11:00:00","2023-04-22 15:02:23.685","0.05","0.1"
"478146","8","3","2023-01-08 21:00:00","2023-01-08 21:03:08","2023-07-07 20:30:54","2023-07-07 22:30:54","2024-01-13 10:00:00","2023-02-19 18:26:07.845","0.25","0.30"
"478188","8","3","2023-01-05 22:37:00","2023-01-05 22:37:22","2023-04-13 20:16:00","2023-04-13 20:17:09","2023-03-26 09:00:00","2023-04-25 11:00:00","","0.05"
"478228","8","2","2023-01-07 19:49:00","2023-01-07 19:51:13","2023-07-11 19:57:00","2023-07-11 20:00:04","2023-07-18 07:00:00","2023-07-18 10:11:16.215","","0.1"
"478291","8","2","2023-01-05 21:52:00","2023-01-05 21:54:27","2023-06-12 04:53:00","2023-06-12 04:57:52","2023-06-18 16:00:00","2023-06-18 22:54:16.56","0.1",""
"478533","8","1","2023-01-25 04:41:00","2023-01-25 04:43:31","2023-05-21 08:27:00","2023-05-21 08:27:16","2023-02-18 11:00:00","2023-02-18 16:21:11.25","0.1",""
"478585","8","5","2023-01-04 19:54:00","2023-01-04 19:54:36","2023-06-25 17:03:00","2023-06-25 17:05:19","2023-07-06 09:00:00","2023-07-06 13:26:36.15","",""
"478760","8","2","2023-01-26 15:21:00","2023-01-26 15:21:16","2023-05-28 19:20:21","2023-05-28 21:11:20.108044","2024-01-07 13:00:00","2023-04-30 11:00:00","0.8","0.2"
"478801","10","3","2023-01-06 15:27:00","2023-01-06 15:31:34","2023-06-11 04:32:00","2023-06-11 04:33:07","2023-05-09 10:00:00","2023-05-09 13:59:59.01","0.2","0.2"
"478834","8","0","2023-01-08 16:52:00","2023-01-08 16:52:45","2023-07-03 19:34:00","2023-07-03 19:34:09","","","0.4999999999999999","0.1"
"479071","9","5","2023-01-12 21:20:00","2023-01-12 21:22:58","2023-07-11 19:18:00","2023-07-11 19:18:50","2023-07-04 14:00:00","2023-07-04 20:40:29.82","0.15",""
"479078","8","1","2023-01-04 21:18:00","2023-01-04 21:20:13","2023-06-04 15:23:00","2023-06-04 15:24:08","2023-01-13 14:00:00","2023-01-13 21:11:22.965","0.25","0.10"
"479101","8","1","2023-01-05 21:19:00","2023-01-05 21:21:28","2023-06-23 17:40:00","2023-06-23 17:43:56","2023-07-01 08:00:00","2023-07-01 10:51:53.28","0.05","0.10"
"479254","9","3","2023-01-04 16:37:00","2023-01-04 16:37:54","2023-07-18 22:29:00","2023-07-18 22:29:31","2023-05-16 09:00:00","2023-05-16 11:43:29.595","0.1","0.15"
"479524","9","1","2023-01-09 21:31:00","2023-01-09 21:32:04","2023-07-20 10:11:03","2023-07-20 12:11:03","2024-01-19 15:00:00","2024-01-20 10:08:22.155","0.25","0.30"
"479785","8","0","2023-01-05 03:19:00","2023-01-05 03:19:29","2023-06-25 21:29:00","2023-06-25 21:29:31","","","0.3","0.25"
"480186","8","0","2023-01-10 16:30:00","2023-01-10 16:33:05","2023-06-08 20:22:00","2023-06-08 20:24:06","","","","0.1"
"480313","8","3","2023-01-15 19:36:00","2023-01-15 19:38:32","2023-06-26 03:50:00","2023-06-26 03:50:23","2023-05-14 12:00:00","2023-05-14 14:41:54.915","0.30","0.15"
"480331","8","3","2023-01-08 00:52:00","2023-01-08 00:52:38","2023-07-13 15:09:00","2023-07-13 15:11:59","2023-07-23 10:00:00","2023-07-23 13:45:51.255","0.3","0.1"
"480690","8","4","2023-01-12 17:11:00","2023-01-12 17:11:22","2023-06-18 12:29:00","2023-06-18 12:31:23","2023-07-02 15:00:00","2023-07-02 20:42:22.545","0.15","0.05"
"480796","8","3","2023-01-10 14:07:00","2023-01-10 14:07:24","2023-06-15 18:36:00","2023-06-15 18:37:24","2023-04-20 08:00:00","2023-04-20 16:16:50.88","",""
"480877","8","4","2023-01-07 21:13:00","2023-01-07 21:13:23","2023-07-08 20:37:00","2023-07-08 20:39:59","2023-07-18 07:00:00","2023-07-18 12:22:43.59","0.2","0.35"
"480895","8","3","2023-01-04 18:39:00","2023-01-04 18:39:38","2023-07-12 13:00:00","2023-07-12 13:04:16","2023-07-23 08:00:00","2023-07-23 13:25:11.775","0.15",""
"480975","8","0","2023-01-11 17:20:00","2023-01-11 17:20:44","2023-07-01 20:24:00","2023-07-01 20:27:26","","","0.4","0.25"
"481050","8","2","2023-01-04 10:23:00","2023-01-04 10:26:32","2023-07-02 21:40:00","2023-07-02 21:40:15","2023-03-04 07:00:00","2023-03-04 11:40:33.15","0.05",""
"481245","9","2","2023-01-18 15:03:00","2023-01-18 15:04:58","2023-05-22 03:21:00","2023-05-22 03:21:36","2023-03-27 15:00:00","2023-03-27 21:57:24.3","0.60",""
"481292","8","4","2023-01-15 12:52:00","2023-01-15 12:53:17","2023-07-10 19:40:00","2023-07-10 19:41:04","2023-06-15 15:00:00","2023-06-15 21:10:20.685","0.2",""
"481358","8","1","2023-01-04 21:17:00","2023-01-04 21:17:15","2023-05-14 19:45:00","2023-05-14 19:46:49","2023-10-30 07:00:00","","0.85",""
"481554","9","5","2023-01-05 17:48:00","2023-01-05 17:49:00","2023-06-30 09:52:00","2023-06-30 09:54:36","2023-07-13 07:00:00","2023-07-13 15:14:51.225","","0.2"
"481622","8","4","2023-01-04 18:16:00","2023-01-04 18:18:46","2023-06-17 18:52:00","2023-06-17 18:52:31","2023-05-02 07:00:00","2023-05-02 11:13:19.38","0.15","0.1"
"481772","8","3","2023-01-08 20:48:00","2023-01-08 20:49:36","2023-06-12 17:33:00","2023-06-12 17:36:20","2023-05-19 07:00:00","2023-06-19 11:00:00","0.40",""
"481781","9","0","2023-01-05 16:43:00","2023-01-05 16:43:43","2023-05-17 20:39:00","2023-05-17 20:41:13","","","0.1",""
"482264","8","4","2023-01-05 15:57:00","2023-01-05 15:57:45","2023-04-14 10:18:00","2023-04-14 10:23:36","2023-04-20 07:00:00","2023-04-20 11:33:32.4","","0.25"
"482335","9","1","2023-01-17 03:28:00","2023-01-17 03:28:25","2023-06-27 13:57:00","2023-06-27 13:57:18","","2023-03-02 11:00:00","","0.20"
"482424","9","4","2023-01-19 09:17:00","2023-01-19 09:18:56","2023-07-06 19:31:00","2023-07-06 19:31:31","2023-05-27 07:00:00","2023-06-15 11:00:00","0.35","0.25"
"482548","8","4","2023-01-06 20:20:00","2023-01-06 20:22:33","2023-07-28 19:58:52","2023-07-28 20:08:52","2023-12-14 20:00:00","2023-05-25 09:28:57.72","",""
"482602","8","4","2023-01-05 15:52:00","2023-01-05 15:54:38","2023-05-23 04:06:00","2023-05-23 04:06:36","2023-04-04 08:00:00","2023-04-04 10:32:31.785","0.05","0.1"
"482621","8","2","2023-01-04 21:03:00","2023-01-04 21:04:15","2023-06-19 20:41:00","2023-06-19 20:42:26","2023-02-10 11:00:00","2023-06-21 11:00:00","0.50",""
"482630","8","2","2023-01-05 08:13:00","2023-01-05 08:25:04","2023-07-10 06:41:00","2023-07-10 06:42:23","2023-03-14 10:00:00","2023-03-14 15:55:24.735","","0.25"
"482744","9","4","2023-01-04 12:09:00","2023-01-04 12:11:21","2023-06-29 17:00:00","2023-06-29 17:02:16","2023-07-05 07:00:00","2023-07-05 13:04:33.06","0.15","0.15"
"482811","8","1","2023-01-11 17:38:00","2023-01-11 17:38:30","2023-05-31 07:18:27","2023-05-31 09:18:27","2023-10-04 13:00:00","","0.05","0.15"
"483224","8","3","2023-01-14 15:01:00","2023-01-14 15:04:04","2023-05-07 21:18:00","2023-05-07 21:27:19","2023-05-16 07:00:00","2023-02-05 11:55:46.56","0.05","0.1"
"483237","8","4","2023-01-04 20:36:00","2023-01-04 20:37:12","2023-06-03 19:42:00","2023-06-03 19:44:20","2023-06-11 07:00:00","2023-06-11 11:57:45.72","0.05","0.15"
"483345","8","5","2023-01-04 08:24:00","2023-01-04 08:26:55","2023-07-10 14:31:00","2023-07-10 14:35:21","2023-07-20 16:00:00","2023-07-20 19:18:43.83","","0.2"
"483480","8","5","2023-01-05 19:44:00","2023-01-05 19:45:43","2023-06-27 11:05:00","2023-06-27 11:06:39","2023-04-24 07:00:00","2023-06-30 11:00:00","0.05","0.30"
"483483","8","2","2023-01-07 10:46:00","2023-01-07 10:49:40","2023-05-31 20:47:00","2023-05-31 20:47:55","2023-04-06 07:00:00","2023-04-06 10:46:22.575","0.3","0.1"
"483525","8","1","2023-01-06 13:55:00","2023-01-06 13:57:58","2023-07-04 14:16:00","2023-07-04 14:18:14","2023-02-20 16:00:00","2023-02-20 20:47:03.93","0.50","0.25"
"483603","9","4","2023-01-04 19:55:00","2023-01-04 19:56:29","2023-06-22 10:41:00","2023-06-22 10:41:24","2023-04-20 07:00:00","2023-04-20 10:29:44.52","0.4","0.1"
"483928","8","5","2023-01-13 21:04:00","2023-01-13 21:06:34","2023-05-06 18:16:00","2023-05-06 18:21:16","2023-05-13 15:00:00","2023-05-13 17:22:09.165","0.25",""
"483982","8","2","2023-01-13 14:04:00","2023-01-13 14:05:17","2023-07-16 18:58:00","2023-07-16 19:00:16","2023-07-24 15:00:00","2023-07-24 18:14:07.98","0.35",""
"484249","8","3","2023-01-12 11:54:00","2023-01-12 11:55:02","2023-07-02 14:04:00","2023-07-02 14:05:50","2023-05-24 07:00:00","2023-05-24 12:05:04.2","0.25","0.05"
"484342","8","1","2023-01-04 18:41:00","2023-01-04 18:41:55","2023-06-13 19:35:37","2023-06-13 20:51:52.902141","2023-10-25 13:00:00","","",""
